,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3045,10:49:11,23283.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23283.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3046,10:49:14,23284.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23284.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3047,10:49:16,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3048,10:49:18,23283.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23283.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3049,10:49:19,23279.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3050,10:49:21,23282.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3051,10:49:24,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3052,10:49:26,23282.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3053,10:49:28,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3054,10:49:29,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3055,10:49:33,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3056,10:49:34,23282.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3057,10:49:36,23278.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23278.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3058,10:49:38,23282.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3059,10:49:41,23276.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23276.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3060,10:49:43,23276.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23276.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3061,10:49:44,23278.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23278.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3062,10:49:48,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3063,10:49:49,23276.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23276.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3064,10:49:51,23275.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23275.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3065,10:49:53,23278.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23278.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3066,10:49:54,23275.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23275.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3067,10:49:56,23279.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3068,10:49:57,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3069,10:49:59,23279.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3070,10:50:02,23276.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23276.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3071,10:50:04,23278.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23278.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3072,10:50:06,23282.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3073,10:50:09,23276.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23276.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3074,10:50:11,23276.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23276.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3075,10:50:14,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3076,10:50:16,23279.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3077,10:50:17,23276.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23276.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3078,10:50:19,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3079,10:50:21,23275.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23275.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3080,10:50:22,23277.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23277.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3081,10:50:24,23278.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23278.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3082,10:50:26,23282.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3083,10:50:27,23285.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3084,10:50:29,23285.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3085,10:50:31,23285.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3086,10:50:32,23282.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3087,10:50:34,23288.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23288.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3088,10:50:36,23285.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3089,10:50:37,23290.0,"('Sky_Blue', 4)","('Red', 30)","('Orange', 89, 23290.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3090,10:50:39,23291.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23291.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3091,10:50:41,23292.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23292.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3092,10:50:42,23290.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23290.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3093,10:50:44,23290.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23290.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3094,10:50:46,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23286.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3095,10:50:51,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23282.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3096,10:50:52,23287.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23287.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3097,10:50:54,23284.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23284.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3098,10:50:57,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23286.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3099,10:50:59,23290.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23290.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3100,10:51:01,23294.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23294.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3101,10:51:04,23290.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23290.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3102,10:51:07,23289.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23289.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3103,10:51:11,23287.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23287.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3104,10:51:13,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23286.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3105,10:51:14,23288.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23288.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3106,10:51:16,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23286.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3107,10:51:18,23288.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23288.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3108,10:51:21,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 92, 23286.0)","('Red', 61)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3109,10:51:23,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23286.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3110,10:51:24,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23286.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3111,10:51:29,23285.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3112,10:51:33,23284.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23284.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3113,10:51:39,23285.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3114,10:51:41,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3115,10:51:44,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3116,10:51:49,23281.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23281.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3117,10:51:51,23284.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23284.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3118,10:51:54,23284.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23284.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3119,10:51:57,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3120,10:51:59,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3121,10:52:01,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3122,10:52:02,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3123,10:52:04,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3124,10:52:07,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3125,10:52:09,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3126,10:52:14,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3127,10:52:17,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3128,10:52:19,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3129,10:52:21,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3130,10:52:22,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3131,10:52:24,23281.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23281.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3132,10:52:27,23284.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23284.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3133,10:52:29,23284.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23284.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3134,10:52:31,23284.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23284.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3135,10:52:32,23283.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23283.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3136,10:52:36,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3137,10:52:37,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3138,10:52:39,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3139,10:52:41,23275.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23275.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3140,10:52:44,23276.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23276.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3141,10:52:46,23279.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3142,10:52:47,23279.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3143,10:52:56,23279.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3144,10:53:04,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3145,10:53:06,23279.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3146,10:53:09,23279.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3147,10:53:12,23279.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3148,10:53:16,23279.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3149,10:53:17,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3150,10:53:19,23283.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23283.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3151,10:53:22,23279.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23279.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3152,10:53:24,23283.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23283.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3153,10:53:27,23278.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23278.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3154,10:53:29,23283.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23283.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3155,10:53:36,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3156,10:53:39,23280.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23280.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3157,10:53:47,23281.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23281.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3158,10:53:51,23283.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23283.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3159,10:53:52,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3160,10:53:57,23281.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23281.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3161,10:54:02,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3162,10:54:06,23285.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3163,10:54:11,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3164,10:54:12,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23286.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3165,10:54:17,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23286.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3166,10:54:21,23282.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23282.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3167,10:54:24,23287.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23287.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3168,10:54:26,23287.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23287.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3169,10:54:27,23287.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23287.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3170,10:54:29,23289.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23289.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3171,10:54:31,23289.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23289.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3172,10:54:32,23288.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23288.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3173,10:54:34,23289.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23289.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3174,10:54:37,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23286.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3175,10:54:39,23288.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23288.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3176,10:54:41,23285.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3177,10:54:42,23285.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23285.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3178,10:54:47,23286.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23286.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3179,10:54:54,23289.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23289.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
3180,10:54:56,23287.0,"('Sky_Blue', 4)","('Red', 28)","('Orange', 91, 23287.0)","('Red', 62)","('Orange', 1)","('Navy', 1)","('Gray', 1)",,,,,,,,,,,,,,,,
