,buy-vol,ltp
547,425,7560.0
548,0,7562.0
549,503,7560.0
550,2638,7561.0
551,0,7564.0
552,0,7562.0
553,1186,7564.0
554,0,7560.0
555,0,7557.0
556,0,7555.0
557,0,7558.0
558,0,7558.0
559,0,7558.0
560,232,7555.0
561,0,7558.0
562,43,7555.0
563,927,7553.0
564,409,7553.0
565,0,7556.0
566,0,7556.0
567,1116,7550.0
568,0,7555.0
569,471,7551.0
570,0,7554.0
571,0,7551.0
572,1187,7543.0
573,153,7542.0
574,270,7542.0
575,778,7540.0
576,193,7542.0
577,0,7545.0
578,0,7543.0
579,197,7542.0
580,355,7544.0
581,1412,7544.0
582,3158,7545.0
583,0,7546.0
584,127,7545.0
585,118,7545.0
586,409,7546.0
587,167,7541.0
588,5223,7540.0
589,39,7540.0
590,58,7540.0
591,0,7542.0
592,0,7543.0
593,82,7540.0
594,5795,7540.0
595,450,7540.0
596,0,7542.0
597,0,7543.0
598,209,7541.0
599,32,7541.0
600,156,7540.0
601,2434,7540.0
602,98,7540.0
603,0,7533.0
604,0,7533.0
605,0,7533.0
606,0,7536.0
607,0,7534.0
608,209,7530.0
609,267,7530.0
610,0,7534.0
611,0,7533.0
612,169,7529.0
613,1765,7535.0
614,147,7535.0
615,108,7535.0
616,1134,7538.0
617,0,7547.0
618,0,7544.0
619,5133,7546.0
620,295,7543.0
621,0,7548.0
622,0,7549.0
623,0,7548.0
624,200,7545.0
625,233,7547.0
626,0,7550.0
627,368,7549.0
628,0,7549.0
629,783,7550.0
630,77,7550.0
631,0,7552.0
632,720,7551.0
633,0,7553.0
634,43,7549.0
635,121,7550.0
636,206,7548.0
637,0,7550.0
638,143,7551.0
639,180,7551.0
640,76,7550.0
641,256,7550.0
642,634,7553.0
643,92,7550.0
644,200,7556.0
645,0,7558.0
646,0,7558.0
647,168,7555.0
648,0,7556.0
649,0,7555.0
650,326,7552.0
651,0,7556.0
652,0,7555.0
653,0,7557.0
654,347,7557.0
655,14,7556.0
656,650,7558.0
657,0,7559.0
658,349,7556.0
659,0,7558.0
660,0,7558.0
661,0,7558.0
662,0,7557.0
663,0,7558.0
664,0,7556.0
665,0,7558.0
666,48,7552.0
667,0,7555.0
668,92,7555.0
669,0,7558.0
670,0,7556.0
671,0,7556.0
672,0,7555.0
673,0,7555.0
674,0,7558.0
675,268,7556.0
676,77,7556.0
677,0,7559.0
678,35,7555.0
679,683,7552.0
680,0,7555.0
681,0,7555.0
682,0,7555.0
683,0,7555.0
684,20,7553.0
685,47,7553.0
686,0,7554.0
687,0,7556.0
688,0,7552.0
689,0,7554.0
690,0,7553.0
691,37,7551.0
692,163,7551.0
693,0,7554.0
694,0,7553.0
695,86,7552.0
696,31,7552.0
697,220,7550.0
698,0,7553.0
699,0,7553.0
700,0,7554.0
701,0,7554.0
702,0,7558.0
703,0,7558.0
704,65,7553.0
705,30,7553.0
706,28,7553.0
707,12,7553.0
708,37,7553.0
709,64,7551.0
710,0,7553.0
711,132,7550.0
712,0,7551.0
713,0,7551.0
714,33,7550.0
715,147,7550.0
716,0,7551.0
717,0,7551.0
718,0,7550.0
719,189,7552.0
720,0,7553.0
721,0,7556.0
722,31,7552.0
723,162,7553.0
724,25,7553.0
725,15,7553.0
726,0,7556.0
727,0,7556.0
728,124,7555.0
729,0,7558.0
730,134,7556.0
731,0,7558.0
732,0,7557.0
733,0,7556.0
734,0,7558.0
735,0,7558.0
736,105,7556.0
737,31,7555.0
738,0,7558.0
739,0,7558.0
740,0,7557.0
741,2,7556.0
742,27,7555.0
743,22,7555.0
744,0,7558.0
745,0,7558.0
746,0,7558.0
747,60,7555.0
748,41,7555.0
749,0,7558.0
750,0,7558.0
751,0,7557.0
752,132,7557.0
753,0,7559.0
754,24,7557.0
755,0,7559.0
756,148,7557.0
757,0,7559.0
758,0,7559.0
759,0,7559.0
760,0,7559.0
761,0,7559.0
762,3126,7560.0
763,0,7564.0
764,0,7564.0
765,342,7559.0
766,0,7562.0
767,0,7560.0
768,61,7559.0
769,0,7560.0
770,125,7558.0
771,0,7560.0
772,477,7559.0
773,142,7560.0
774,0,7560.0
775,135,7559.0
776,528,7560.0
777,413,7561.0
778,540,7560.0
779,0,7562.0
780,85,7560.0
781,0,7563.0
782,0,7562.0
783,0,7562.0
784,0,7564.0
785,255,7561.0
786,1737,7567.0
787,168,7566.0
788,220,7564.0
789,0,7570.0
790,1540,7571.0
791,1061,7572.0
792,360,7572.0
793,228,7571.0
794,0,7575.0
795,1610,7572.0
796,170,7575.0
797,737,7572.0
798,110,7575.0
799,652,7572.0
800,289,7572.0
801,4395,7577.0
802,412,7575.0
803,0,7577.0
804,668,7577.0
805,316,7577.0
806,128,7578.0
807,0,7579.0
808,0,7579.0
809,787,7580.0
810,1136,7580.0
811,0,7582.0
812,0,7582.0
813,528,7580.0
814,0,7582.0
815,0,7582.0
816,0,7582.0
817,0,7578.0
818,0,7578.0
819,0,7578.0
820,226,7574.0
821,237,7573.0
822,0,7576.0
823,400,7572.0
824,0,7575.0
825,269,7572.0
826,308,7572.0
827,214,7571.0
828,249,7572.0
829,134,7572.0
830,595,7570.0
831,105,7570.0
832,98,7568.0
833,456,7566.0
834,0,7568.0
835,0,7570.0
836,0,7569.0
837,206,7565.0
838,168,7565.0
839,0,7568.0
840,0,7568.0
841,0,7569.0
842,231,7566.0
843,0,7567.0
844,0,7568.0
845,202,7567.0
846,91,7565.0
847,105,7567.0
848,0,7567.0
849,0,7568.0
850,0,7570.0
851,37,7569.0
852,0,7570.0
853,0,7568.0
854,0,7568.0
855,0,7565.0
856,0,7565.0
857,0,7565.0
858,0,7565.0
859,42,7562.0
860,0,7562.0
861,0,7563.0
862,70,7560.0
863,182,7560.0
864,0,7560.0
865,736,7551.0
866,180,7551.0
867,371,7552.0
868,217,7551.0
869,0,7555.0
870,411,7551.0
871,60,7551.0
872,0,7553.0
873,313,7550.0
874,0,7551.0
875,0,7555.0
876,0,7555.0
877,277,7553.0
878,0,7555.0
879,0,7555.0
880,0,7555.0
881,196,7555.0
882,145,7555.0
883,41,7555.0
884,0,7559.0
885,0,7560.0
886,0,7560.0
887,0,7560.0
888,0,7560.0
889,0,7561.0
890,150,7560.0
891,271,7556.0
892,0,7560.0
893,0,7560.0
894,16,7557.0
895,70,7556.0
896,0,7559.0
897,38,7556.0
898,0,7559.0
899,0,7560.0
900,64,7557.0
901,0,7560.0
902,194,7558.0
903,0,7560.0
904,0,7560.0
905,0,7561.0
906,0,7561.0
907,44,7558.0
908,0,7559.0
909,133,7557.0
910,0,7560.0
911,0,7560.0
912,0,7559.0
913,474,7555.0
914,0,7555.0
915,36,7553.0
916,10,7553.0
917,50,7552.0
918,18,7553.0
919,93,7553.0
920,125,7551.0
921,0,7553.0
922,0,7555.0
923,0,7553.0
924,68,7552.0
925,0,7555.0
926,0,7554.0
927,25,7551.0
928,0,7553.0
929,0,7553.0
930,163,7551.0
931,123,7551.0
932,0,7554.0
933,0,7552.0
934,0,7553.0
935,208,7550.0
936,0,7553.0
937,0,7553.0
938,0,7554.0
939,14,7552.0
940,44,7552.0
941,0,7553.0
942,127,7552.0
943,0,7553.0
944,26,7552.0
945,9,7552.0
946,114,7552.0
947,135,7552.0
948,15,7552.0
949,0,7554.0
950,48,7552.0
951,0,7553.0
952,90,7552.0
953,100,7552.0
954,0,7553.0
955,174,7552.0
956,6,7551.0
957,67,7550.0
958,0,7552.0
959,0,7554.0
960,329,7550.0
961,6,7552.0
962,15,7552.0
963,59,7551.0
964,0,7554.0
965,0,7553.0
966,0,7554.0
967,105,7550.0
968,0,7553.0
969,153,7550.0
970,133,7551.0
971,1280,7550.0
972,1,7550.0
973,0,7551.0
974,188,7550.0
975,20,7550.0
976,0,7552.0
977,255,7550.0
978,0,7552.0
979,87,7550.0
980,120,7550.0
981,0,7552.0
982,16,7550.0
983,0,7552.0
984,505,7550.0
985,25,7550.0
986,0,7552.0
987,0,7552.0
988,0,7552.0
989,0,7553.0
990,0,7553.0
991,0,7552.0
992,130,7550.0
993,60,7550.0
994,66,7550.0
995,69,7551.0
996,0,7551.0
997,1853,7550.0
998,210,7550.0
999,0,7551.0
1000,110,7550.0
1001,0,7551.0
1002,55,7550.0
1003,0,7550.0
1004,0,7550.0
1005,0,7550.0
1006,152,7550.0
1007,79,7550.0
1008,214,7550.0
1009,103,7550.0
1010,475,7550.0
1011,16,7550.0
1012,775,7551.0
1013,0,7555.0
1014,188,7553.0
1015,103,7553.0
1016,69,7553.0
1017,147,7553.0
1018,25,7552.0
1019,29,7552.0
1020,235,7551.0
1021,0,7550.0
1022,0,7551.0
1023,0,7550.0
1024,0,7550.0
1025,0,7550.0
1026,0,7543.0
1027,343,7541.0
1028,122,7541.0
1029,139,7541.0
1030,661,7540.0
1031,0,7540.0
1032,288,7537.0
1033,0,7540.0
1034,0,7540.0
1035,0,7540.0
1036,0,7541.0
1037,0,7540.0
1038,0,7542.0
1039,273,7540.0
1040,77,7540.0
1041,0,7540.0
1042,0,7540.0
1043,0,7540.0
1044,273,7540.0
1045,74,7540.0
1046,736,7540.0
1047,231,7540.0
1048,0,7542.0
1049,0,7543.0
1050,237,7540.0
1051,141,7540.0
1052,47,7540.0
1053,218,7540.0
1054,35,7540.0
1055,0,7543.0
1056,0,7545.0
1057,0,7544.0
1058,0,7547.0
1059,0,7547.0
1060,104,7546.0
1061,0,7548.0
1062,169,7545.0
1063,43,7545.0
1064,4,7546.0
1065,233,7547.0
1066,0,7550.0
1067,0,7550.0
1068,122,7546.0
1069,0,7548.0
1070,0,7548.0
1071,0,7548.0
1072,16,7546.0
1073,26,7545.0
1074,0,7548.0
1075,82,7545.0
1076,0,7549.0
1077,0,7548.0
1078,0,7548.0
1079,7,7546.0
1080,0,7548.0
1081,0,7548.0
1082,323,7545.0
1083,109,7546.0
1084,35,7546.0
1085,0,7547.0
1086,205,7546.0
1087,0,7547.0
1088,100,7545.0
1089,50,7545.0
1090,28,7546.0
1091,66,7546.0
1092,0,7548.0
1093,129,7546.0
1094,0,7550.0
1095,1127,7551.0
1096,70,7551.0
1097,0,7550.0
1098,53,7546.0
1099,370,7546.0
1100,0,7548.0
1101,0,7552.0
1102,110,7549.0
1103,11,7551.0
1104,11,7551.0
1105,0,7553.0
1106,0,7553.0
1107,98,7551.0
1108,0,7553.0
1109,0,7551.0
1110,0,7551.0
1111,80,7550.0
1112,108,7549.0
1113,9,7548.0
1114,0,7552.0
1115,3,7548.0
1116,0,7552.0
1117,160,7549.0
1118,0,7554.0
1119,1,7551.0
1120,0,7550.0
1121,0,7550.0
1122,0,7550.0
1123,0,7550.0
1124,0,7550.0
1125,179,7547.0
1126,0,7549.0
1127,0,7549.0
1128,0,7548.0
1129,0,7549.0
1130,53,7547.0
1131,0,7547.0
1132,0,7549.0
1133,46,7545.0
1134,45,7545.0
1135,0,7545.0
1136,0,7545.0
1137,407,7545.0
1138,31,7545.0
1139,6,7545.0
1140,0,7544.0
1141,11,7543.0
1142,7,7543.0
1143,77,7543.0
1144,117,7542.0
1145,60,7542.0
1146,22,7542.0
1147,30,7542.0
1148,120,7542.0
1149,101,7543.0
1150,1370,7544.0
1151,25,7543.0
1152,0,7547.0
1153,143,7544.0
1154,0,7544.0
1155,0,7544.0
1156,0,7548.0
1157,0,7548.0
1158,67,7544.0
1159,1212,7546.0
1160,0,7550.0
1161,7,7547.0
1162,0,7547.0
1163,0,7547.0
1164,58,7545.0
1165,0,7546.0
1166,21,7543.0
1167,149,7543.0
1168,11,7543.0
1169,53,7543.0
1170,75,7542.0
1171,0,7546.0
1172,0,7543.0
1173,202,7541.0
1174,0,7546.0
1175,25,7545.0
1176,0,7545.0
1177,47,7543.0
1178,36,7542.0
1179,0,7545.0
1180,0,7545.0
1181,41,7543.0
1182,0,7545.0
1183,0,7544.0
1184,67,7544.0
1185,0,7544.0
1186,1925,7538.0
1187,44,7538.0
1188,1808,7534.0
1189,638,7539.0
1190,78,7539.0
1191,50,7539.0
1192,63,7539.0
1193,19,7537.0
1194,0,7541.0
1195,115,7537.0
1196,9,7536.0
1197,217,7537.0
1198,236,7538.0
1199,0,7542.0
1200,143,7536.0
1201,0,7539.0
1202,0,7539.0
1203,221,7539.0
1204,98,7539.0
1205,82,7538.0
1206,0,7539.0
1207,446,7537.0
1208,0,7538.0
1209,105,7537.0
1210,611,7534.0
1211,0,7536.0
1212,326,7534.0
1213,168,7533.0
1214,0,7538.0
1215,83,7534.0
1216,115,7535.0
1217,0,7538.0
1218,88,7536.0
1219,116,7536.0
1220,0,7539.0
1221,0,7539.0
1222,0,7539.0
1223,219,7535.0
1224,27,7536.0
1225,266,7538.0
1226,29,7539.0
1227,0,7540.0
1228,20,7538.0
1229,0,7540.0
1230,43,7539.0
1231,9,7539.0
1232,851,7538.0
1233,0,7540.0
1234,6,7537.0
1235,40,7537.0
1236,0,7543.0
1237,1,7542.0
1238,0,7544.0
1239,9,7541.0
1240,81,7541.0
1241,40,7541.0
1242,13,7540.0
1243,89,7540.0
1244,10,7540.0
1245,510,7540.0
1246,0,7542.0
1247,0,7542.0
1248,0,7542.0
1249,13,7540.0
1250,0,7542.0
1251,1,7540.0
1252,12,7540.0
1253,0,7543.0
1254,0,7543.0
1255,31,7540.0
1256,0,7544.0
1257,0,7542.0
1258,173,7540.0
1259,0,7543.0
1260,0,7542.0
1261,157,7540.0
1262,0,7542.0
1263,22,7541.0
1264,135,7540.0
1265,40,7540.0
1266,0,7542.0
1267,0,7543.0
1268,89,7541.0
1269,113,7540.0
1270,0,7543.0
1271,1,7540.0
1272,0,7543.0
1273,0,7542.0
1274,27,7540.0
1275,0,7538.0
1276,109,7537.0
1277,0,7537.0
1278,7,7537.0
1279,20,7536.0
1280,114,7537.0
1281,5,7536.0
1282,26,7536.0
1283,15,7537.0
1284,0,7539.0
1285,25,7537.0
1286,64,7537.0
1287,0,7540.0
1288,105,7537.0
1289,25,7537.0
1290,5,7537.0
1291,0,7539.0
1292,0,7539.0
1293,362,7537.0
1294,1165,7534.0
1295,0,7536.0
1296,0,7535.0
1297,0,7535.0
1298,0,7535.0
1299,592,7531.0
1300,5,7531.0
1301,49,7531.0
1302,86,7531.0
1303,25,7530.0
1304,2102,7530.0
1305,294,7530.0
1306,0,7530.0
1307,0,7530.0
1308,0,7528.0
1309,0,7529.0
1310,1030,7522.0
1311,0,7525.0
1312,75,7522.0
1313,300,7521.0
1314,0,7524.0
1315,270,7522.0
1316,0,7523.0
1317,58,7521.0
1318,0,7525.0
1319,0,7525.0
1320,421,7525.0
1321,121,7524.0
1322,421,7523.0
1323,119,7523.0
1324,361,7523.0
1325,0,7525.0
1326,25,7523.0
1327,216,7522.0
1328,0,7525.0
1329,0,7527.0
1330,377,7525.0
1331,0,7527.0
1332,0,7527.0
1333,12,7525.0
1334,22,7525.0
1335,0,7528.0
1336,0,7528.0
1337,164,7527.0
1338,0,7530.0
1339,0,7531.0
1340,0,7531.0
1341,25,7527.0
1342,4,7528.0
1343,0,7532.0
1344,0,7531.0
1345,0,7530.0
1346,56,7528.0
1347,57,7528.0
1348,537,7528.0
1349,191,7527.0
1350,22,7528.0
1351,26,7527.0
1352,160,7528.0
1353,26,7528.0
1354,14,7528.0
1355,65,7528.0
1356,0,7528.0
1357,0,7529.0
1358,57,7527.0
1359,0,7528.0
1360,0,7529.0
1361,0,7528.0
1362,0,7529.0
1363,0,7529.0
1364,156,7528.0
1365,0,7528.0
1366,20,7528.0
1367,0,7530.0
1368,54,7528.0
1369,4,7528.0
1370,21,7528.0
1371,56,7528.0
1372,4068,7521.0
1373,274,7521.0
1374,77,7521.0
1375,0,7525.0
1376,52,7524.0
1377,98,7522.0
1378,244,7522.0
1379,285,7522.0
1380,19,7522.0
1381,50,7521.0
1382,100,7521.0
1383,76,7521.0
1384,105,7521.0
1385,127,7521.0
1386,446,7521.0
1387,0,7525.0
1388,0,7525.0
1389,11,7522.0
1390,13,7522.0
1391,0,7524.0
1392,691,7522.0
1393,0,7525.0
1394,1634,7523.0
1395,0,7525.0
1396,309,7521.0
1397,5135,7519.0
1398,124,7520.0
1399,61,7519.0
1400,0,7520.0
1401,0,7520.0
1402,447,7518.0
1403,69,7518.0
1404,70,7518.0
1405,874,7518.0
1406,431,7518.0
1407,0,7518.0
1408,0,7518.0
1409,530,7518.0
1410,2115,7518.0
1411,618,7518.0
1412,474,7516.0
1413,1923,7517.0
1414,0,7518.0
1415,146,7515.0
1416,0,7518.0
1417,27,7515.0
1418,593,7515.0
1419,653,7514.0
1420,70,7515.0
1421,215,7514.0
1422,0,7516.0
1423,0,7514.0
1424,0,7513.0
1425,159,7513.0
1426,19,7513.0
1427,20,7513.0
1428,201,7512.0
1429,35,7513.0
1430,188,7513.0
1431,101,7512.0
1432,305,7513.0
1433,29,7512.0
1434,10,7512.0
1435,0,7515.0
1436,122,7512.0
1437,0,7512.0
1438,0,7511.0
1439,0,7512.0
1440,0,7512.0
1441,0,7513.0
1442,31,7511.0
1443,101,7511.0
1444,410,7510.0
1445,127,7510.0
1446,67,7510.0
1447,5,7510.0
1448,90,7510.0
1449,0,7511.0
1450,0,7511.0
1451,0,7510.0
1452,0,7510.0
1453,0,7510.0
1454,0,7510.0
1455,101,7510.0
1456,278,7510.0
1457,0,7511.0
1458,0,7512.0
1459,129,7511.0
1460,0,7512.0
1461,58,7510.0
1462,74,7510.0
1463,0,7511.0
1464,0,7511.0
1465,73,7511.0
1466,0,7512.0
1467,119,7511.0
1468,3,7511.0
1469,29,7511.0
1470,0,7512.0
1471,0,7511.0
1472,0,7511.0
1473,0,7511.0
1474,100,7510.0
1475,57,7510.0
1476,0,7510.0
1477,0,7510.0
1478,0,7509.0
1479,0,7510.0
1480,123,7508.0
1481,103,7508.0
1482,0,7510.0
1483,0,7510.0
1484,0,7509.0
1485,0,7511.0
1486,15,7509.0
