,buy-vol,ltp
3664,0,7475.0
3665,0,7475.0
3666,0,7475.0
3667,0,7473.0
3668,0,7473.0
3669,0,7472.0
3670,0,7472.0
3671,0,7471.0
3672,0,7471.0
3673,0,7472.0
3674,0,7471.0
3675,18,7470.0
3676,0,7470.0
3677,0,7470.0
3678,20,7470.0
3679,0,7470.0
3680,0,7470.0
3681,45,7470.0
3682,1,7470.0
3683,3,7470.0
3684,5,7470.0
3685,0,7471.0
3686,0,7472.0
3687,13,7470.0
3688,50,7470.0
3689,5,7470.0
3690,2,7470.0
3691,0,7472.0
3692,0,7472.0
3693,18,7470.0
3694,42,7470.0
3695,5,7471.0
3696,12,7471.0
3697,0,7471.0
3698,0,7471.0
3699,135,7470.0
3700,6,7470.0
3701,1,7470.0
3702,5,7470.0
3703,10,7471.0
3704,16,7471.0
3705,15,7471.0
3706,5,7471.0
3707,29,7471.0
3708,0,7471.0
3709,1,7468.0
3710,0,7470.0
3711,0,7472.0
3712,80,7472.0
3713,52,7471.0
3714,162,7472.0
3715,0,7473.0
3716,21,7473.0
3717,0,7475.0
3718,0,7475.0
3719,0,7475.0
3720,0,7477.0
3721,220,7475.0
3722,0,7479.0
3723,90,7475.0
3724,21,7475.0
3725,0,7480.0
3726,0,7480.0
3727,0,7484.0
3728,0,7484.0
3729,0,7485.0
3730,0,7484.0
3731,0,7484.0
3732,56,7481.0
3733,32,7481.0
3734,0,7483.0
3735,0,7483.0
3736,104,7481.0
3737,3,7480.0
3738,0,7483.0
3739,0,7485.0
3740,0,7485.0
3741,0,7485.0
3742,35,7482.0
3743,0,7485.0
3744,0,7485.0
3745,0,7484.0
3746,0,7485.0
3747,0,7485.0
3748,0,7485.0
3749,0,7485.0
3750,0,7485.0
3751,0,7484.0
3752,0,7484.0
3753,0,7484.0
3754,100,7482.0
3755,0,7484.0
3756,0,7484.0
3757,1043,7483.0
3758,0,7485.0
3759,1,7483.0
3760,0,7484.0
3761,0,7484.0
3762,3,7481.0
3763,115,7481.0
3764,0,7481.0
3765,0,7481.0
3766,33,7481.0
3767,0,7483.0
3768,1,7482.0
3769,0,7482.0
3770,0,7483.0
3771,0,7483.0
3772,0,7484.0
3773,0,7485.0
3774,0,7484.0
3775,0,7483.0
3776,0,7483.0
3777,14,7481.0
3778,0,7483.0
3779,0,7479.0
3780,5,7478.0
3781,69,7477.0
3782,0,7479.0
3783,0,7480.0
3784,1,7478.0
3785,0,7480.0
3786,0,7477.0
3787,0,7479.0
3788,0,7479.0
3789,111,7476.0
3790,114,7476.0
3791,0,7475.0
3792,0,7476.0
3793,0,7476.0
3794,7,7474.0
3795,0,7476.0
3796,25,7474.0
3797,5,7474.0
3798,0,7477.0
3799,0,7476.0
3800,1,7474.0
3801,70,7474.0
3802,0,7475.0
3803,7,7473.0
3804,5,7474.0
3805,4,7473.0
3806,13,7473.0
3807,7,7473.0
3808,0,7476.0
3809,15,7474.0
3810,0,7476.0
3811,0,7476.0
3812,0,7475.0
3813,158,7475.0
3814,6,7475.0
3815,2,7475.0
3816,0,7476.0
3817,9,7475.0
3818,0,7477.0
3819,3,7476.0
3820,0,7478.0
3821,0,7478.0
3822,0,7478.0
3823,3,7475.0
3824,0,7478.0
3825,17,7475.0
3826,1,7475.0
3827,41,7475.0
3828,0,7478.0
3829,1,7476.0
3830,5,7476.0
3831,52,7476.0
3832,0,7478.0
3833,0,7478.0
3834,0,7478.0
3835,0,7478.0
3836,5,7477.0
3837,12,7477.0
3838,12,7477.0
3839,0,7478.0
3840,1,7477.0
3841,2,7478.0
3842,31,7477.0
3843,5,7477.0
3844,15,7477.0
3845,2,7476.0
3846,16,7477.0
3847,1,7477.0
3848,17,7476.0
3849,0,7478.0
3850,36,7476.0
3851,1,7476.0
3852,0,7477.0
3853,30,7477.0
3854,0,7478.0
3855,8,7477.0
3856,8,7477.0
3857,26,7478.0
3858,0,7478.0
3859,2,7477.0
3860,8,7477.0
3861,14,7477.0
3862,6,7477.0
3863,2,7478.0
3864,9,7477.0
3865,9,7477.0
3866,0,7480.0
3867,14,7478.0
3868,0,7480.0
3869,0,7480.0
3870,0,7480.0
3871,0,7480.0
3872,26,7479.0
3873,12,7479.0
3874,0,7480.0
3875,55,7478.0
3876,1,7478.0
3877,1,7478.0
3878,29,7478.0
3879,0,7480.0
3880,0,7481.0
3881,20,7481.0
3882,0,7483.0
3883,1,7481.0
3884,0,7483.0
3885,2,7480.0
3886,0,7484.0
3887,0,7483.0
3888,0,7483.0
3889,18,7480.0
3890,0,7482.0
3891,23,7478.0
3892,0,7481.0
3893,0,7480.0
3894,0,7480.0
3895,0,7479.0
3896,0,7480.0
3897,0,7479.0
3898,5,7478.0
3899,12,7478.0
3900,50,7478.0
3901,17,7478.0
3902,0,7479.0
3903,1,7480.0
3904,5,7478.0
3905,0,7482.0
3906,0,7482.0
3907,0,7483.0
3908,2,7480.0
3909,35,7479.0
3910,28,7480.0
3911,12,7479.0
3912,0,7481.0
3913,5,7480.0
3914,0,7481.0
3915,16,7479.0
3916,0,7481.0
3917,0,7479.0
3918,0,7480.0
3919,0,7481.0
3920,17,7478.0
3921,1,7478.0
3922,3,7478.0
3923,0,7480.0
3924,0,7478.0
3925,0,7479.0
3926,14,7477.0
3927,0,7479.0
3928,0,7479.0
3929,0,7480.0
3930,0,7479.0
3931,1,7477.0
3932,0,7480.0
3933,16,7478.0
3934,0,7480.0
3935,0,7480.0
3936,1,7478.0
3937,0,7480.0
3938,0,7481.0
3939,0,7481.0
3940,0,7480.0
3941,27,7479.0
3942,0,7480.0
3943,0,7481.0
3944,1,7478.0
3945,1,7478.0
3946,1,7478.0
3947,0,7480.0
3948,12,7478.0
3949,0,7481.0
3950,17,7478.0
3951,2,7478.0
3952,0,7481.0
3953,0,7480.0
3954,2,7479.0
3955,203,7478.0
3956,27,7478.0
3957,1,7478.0
3958,0,7479.0
3959,35,7478.0
3960,6,7478.0
3961,0,7479.0
3962,0,7479.0
3963,1,7478.0
3964,0,7478.0
3965,28,7478.0
3966,2,7478.0
3967,5,7478.0
3968,0,7479.0
3969,14,7478.0
3970,1,7478.0
3971,0,7480.0
3972,125,7477.0
3973,11,7477.0
3974,101,7476.0
3975,1,7477.0
3976,4,7476.0
3977,0,7479.0
3978,0,7479.0
3979,13,7476.0
3980,26,7476.0
3981,10,7475.0
3982,12,7475.0
3983,53,7476.0
3984,24,7477.0
3985,49,7476.0
3986,0,7476.0
3987,28,7476.0
3988,79,7475.0
3989,18,7475.0
3990,12,7475.0
3991,0,7476.0
3992,0,7476.0
3993,25,7475.0
3994,17,7476.0
3995,101,7476.0
3996,14,7475.0
3997,51,7475.0
3998,137,7475.0
3999,0,7479.0
4000,0,7478.0
4001,0,7475.0
4002,207,7473.0
4003,0,7473.0
4004,2,7471.0
4005,0,7473.0
4006,10,7471.0
4007,15,7471.0
4008,1,7471.0
4009,0,7473.0
4010,0,7473.0
4011,8,7472.0
4012,0,7473.0
4013,130,7471.0
4014,0,7471.0
4015,3,7471.0
4016,10,7471.0
4017,12,7471.0
4018,1,7471.0
4019,6,7471.0
4020,13,7471.0
4021,182,7470.0
4022,0,7470.0
4023,229,7469.0
4024,0,7471.0
4025,194,7467.0
4026,0,7471.0
4027,18,7468.0
4028,0,7471.0
4029,10,7469.0
4030,0,7469.0
4031,41,7468.0
4032,33,7468.0
4033,12,7467.0
4034,12,7468.0
4035,4,7467.0
4036,0,7471.0
4037,0,7471.0
4038,35,7468.0
4039,0,7471.0
4040,0,7471.0
4041,6,7468.0
4042,0,7470.0
4043,1,7469.0
4044,12,7468.0
4045,0,7469.0
4046,1,7468.0
4047,8,7468.0
4048,28,7468.0
4049,14,7468.0
4050,65,7469.0
4051,1,7469.0
4052,0,7467.0
4053,0,7468.0
4054,0,7467.0
4055,166,7465.0
4056,8,7465.0
4057,27,7465.0
4058,54,7465.0
4059,44,7465.0
4060,2,7465.0
4061,1,7465.0
4062,46,7465.0
4063,31,7465.0
4064,1,7465.0
4065,18,7465.0
4066,24,7465.0
4067,86,7464.0
4068,0,7465.0
4069,1,7464.0
4070,95,7464.0
4071,2,7464.0
4072,0,7465.0
4073,45,7464.0
4074,9,7464.0
4075,0,7465.0
4076,50,7464.0
4077,0,7465.0
4078,0,7465.0
4079,0,7465.0
4080,0,7465.0
4081,13,7464.0
4082,1,7464.0
4083,36,7464.0
4084,6,7464.0
4085,17,7464.0
4086,0,7463.0
4087,126,7460.0
4088,1,7460.0
4089,47,7460.0
4090,29,7460.0
4091,0,7461.0
4092,0,7461.0
4093,3,7460.0
4094,52,7460.0
4095,0,7460.0
4096,0,7461.0
4097,14,7460.0
4098,0,7460.0
4099,0,7460.0
4100,0,7460.0
4101,0,7460.0
4102,50,7456.0
4103,0,7460.0
4104,58,7457.0
4105,119,7457.0
4106,15,7457.0
4107,11,7457.0
4108,79,7456.0
4109,0,7457.0
4110,586,7450.0
4111,904,7451.0
4112,0,7451.0
4113,83,7450.0
4114,0,7449.0
4115,558,7450.0
4116,202,7454.0
4117,0,7456.0
4118,4,7453.0
4119,14,7453.0
4120,0,7456.0
4121,35,7453.0
4122,10,7453.0
4123,0,7456.0
4124,0,7457.0
4125,7,7455.0
4126,3,7455.0
4127,0,7455.0
4128,451,7453.0
4129,12,7453.0
4130,0,7455.0
4131,0,7455.0
4132,13,7455.0
4133,0,7455.0
4134,26,7453.0
4135,0,7455.0
4136,0,7455.0
4137,0,7455.0
4138,2,7453.0
4139,60,7452.0
4140,0,7455.0
4141,0,7455.0
4142,1,7452.0
4143,0,7455.0
4144,381,7455.0
4145,1,7453.0
4146,34,7453.0
4147,55,7452.0
4148,1,7452.0
4149,44,7452.0
4150,0,7454.0
4151,11,7452.0
4152,65,7452.0
4153,20,7452.0
4154,0,7452.0
4155,0,7452.0
4156,29,7451.0
4157,5,7451.0
4158,0,7451.0
4159,0,7451.0
4160,0,7451.0
4161,0,7451.0
4162,1,7450.0
4163,0,7452.0
4164,6,7450.0
4165,0,7452.0
4166,0,7452.0
4167,0,7449.0
4168,102,7448.0
4169,166,7449.0
4170,1070,7446.0
4171,0,7448.0
4172,0,7448.0
4173,3,7447.0
4174,0,7447.0
4175,0,7448.0
4176,0,7447.0
4177,0,7447.0
4178,0,7447.0
4179,13,7445.0
4180,0,7446.0
4181,87,7443.0
4182,0,7445.0
4183,0,7445.0
4184,0,7445.0
4185,0,7445.0
4186,51,7443.0
4187,122,7442.0
4188,59,7442.0
4189,187,7440.0
4190,0,7445.0
4191,0,7444.0
4192,0,7444.0
4193,0,7444.0
4194,0,7445.0
4195,0,7446.0
4196,0,7444.0
4197,0,7445.0
4198,51,7443.0
4199,4,7444.0
4200,0,7446.0
4201,0,7447.0
4202,13,7445.0
4203,0,7448.0
4204,0,7448.0
4205,21,7445.0
4206,0,7448.0
4207,0,7448.0
4208,0,7449.0
4209,0,7449.0
4210,0,7449.0
4211,0,7451.0
4212,97,7447.0
4213,18,7449.0
4214,17,7449.0
4215,0,7451.0
4216,0,7452.0
4217,0,7452.0
4218,0,7452.0
4219,1,7450.0
4220,0,7452.0
4221,5,7450.0
4222,0,7452.0
4223,13,7450.0
4224,0,7452.0
4225,0,7452.0
4226,0,7452.0
4227,0,7452.0
4228,0,7452.0
4229,0,7452.0
4230,0,7453.0
4231,15,7452.0
4232,54,7452.0
4233,0,7453.0
4234,0,7453.0
4235,0,7453.0
4236,26,7452.0
4237,0,7452.0
4238,20,7450.0
4239,0,7453.0
4240,17,7450.0
4241,1,7452.0
4242,0,7452.0
4243,7,7450.0
4244,228,7449.0
4245,0,7453.0
4246,0,7452.0
4247,1,7450.0
4248,61,7449.0
4249,5,7449.0
4250,111,7449.0
4251,35,7449.0
4252,1,7449.0
4253,0,7451.0
4254,96,7447.0
4255,1,7449.0
4256,22,7449.0
4257,0,7449.0
4258,0,7449.0
4259,0,7449.0
4260,8,7447.0
4261,18,7447.0
4262,0,7447.0
4263,3,7446.0
4264,5,7446.0
4265,14,7446.0
4266,63,7445.0
4267,0,7445.0
4268,13,7445.0
4269,9,7445.0
4270,0,7447.0
4271,0,7448.0
4272,0,7447.0
4273,3,7445.0
4274,4,7445.0
4275,23,7445.0
4276,0,7448.0
4277,0,7448.0
4278,5,7446.0
4279,0,7448.0
4280,5,7445.0
4281,56,7445.0
4282,0,7447.0
4283,0,7447.0
4284,131,7445.0
4285,72,7445.0
4286,126,7445.0
4287,0,7447.0
4288,0,7446.0
4289,0,7445.0
4290,8,7445.0
4291,21,7445.0
4292,8,7445.0
4293,15,7445.0
4294,130,7445.0
4295,0,7445.0
4296,0,7445.0
4297,1,7445.0
4298,21,7445.0
4299,12,7445.0
4300,27,7445.0
4301,247,7444.0
4302,0,7445.0
4303,0,7445.0
4304,0,7445.0
4305,0,7445.0
4306,2,7443.0
4307,0,7445.0
4308,51,7443.0
4309,0,7445.0
4310,28,7444.0
4311,20,7444.0
4312,85,7444.0
4313,748,7446.0
4314,16,7447.0
4315,5,7447.0
4316,222,7445.0
4317,0,7448.0
4318,0,7448.0
4319,109,7445.0
4320,0,7449.0
4321,6,7447.0
4322,0,7447.0
4323,0,7448.0
4324,0,7448.0
4325,0,7449.0
4326,54,7449.0
4327,6,7449.0
4328,0,7451.0
4329,0,7452.0
4330,0,7453.0
4331,0,7451.0
4332,0,7451.0
4333,26,7450.0
4334,1,7449.0
4335,36,7449.0
4336,0,7451.0
4337,4,7449.0
4338,19,7450.0
4339,0,7451.0
4340,0,7451.0
4341,57,7449.0
4342,0,7451.0
4343,59,7449.0
4344,0,7450.0
4345,0,7450.0
4346,0,7451.0
4347,0,7450.0
4348,0,7451.0
4349,0,7451.0
4350,0,7450.0
4351,0,7451.0
4352,0,7451.0
4353,0,7450.0
4354,0,7450.0
4355,0,7451.0
4356,0,7451.0
4357,0,7451.0
4358,0,7451.0
4359,8,7451.0
4360,0,7451.0
4361,10,7451.0
4362,8,7451.0
4363,0,7453.0
4364,0,7453.0
4365,0,7452.0
4366,17,7451.0
4367,1,7451.0
4368,1,7451.0
4369,0,7451.0
4370,0,7453.0
4371,0,7453.0
4372,0,7453.0
4373,0,7453.0
4374,18,7451.0
4375,0,7453.0
4376,0,7452.0
4377,2,7451.0
4378,6,7452.0
4379,0,7453.0
4380,0,7453.0
4381,0,7453.0
4382,0,7453.0
4383,0,7453.0
4384,0,7453.0
4385,0,7454.0
4386,0,7455.0
4387,3,7453.0
4388,0,7456.0
4389,0,7455.0
4390,13,7453.0
4391,1,7453.0
4392,5,7455.0
4393,0,7455.0
4394,13,7455.0
4395,0,7455.0
4396,0,7455.0
4397,0,7455.0
4398,0,7457.0
4399,0,7458.0
4400,0,7457.0
4401,0,7455.0
4402,0,7455.0
4403,0,7455.0
4404,0,7455.0
4405,0,7456.0
4406,0,7455.0
4407,0,7455.0
4408,124,7452.0
4409,2,7452.0
4410,0,7455.0
4411,0,7455.0
4412,10,7452.0
4413,100,7452.0
4414,0,7454.0
4415,0,7454.0
4416,0,7454.0
4417,0,7454.0
4418,51,7452.0
4419,18,7452.0
4420,0,7453.0
4421,0,7453.0
4422,4,7452.0
4423,0,7456.0
4424,0,7456.0
4425,10,7454.0
4426,2,7454.0
4427,15,7454.0
4428,20,7453.0
4429,5,7454.0
4430,12,7454.0
4431,11,7454.0
4432,51,7452.0
4433,0,7455.0
4434,0,7455.0
4435,29,7455.0
4436,2,7455.0
4437,0,7455.0
4438,0,7455.0
4439,0,7456.0
4440,0,7456.0
4441,0,7455.0
4442,0,7456.0
4443,61,7453.0
4444,6,7453.0
4445,0,7456.0
4446,12,7452.0
4447,0,7456.0
4448,1,7454.0
4449,0,7456.0
4450,66,7456.0
4451,1350,7464.0
4452,1,7462.0
4453,33,7463.0
4454,153,7465.0
4455,1,7464.0
4456,0,7465.0
4457,0,7465.0
4458,1,7464.0
4459,63,7464.0
4460,1,7464.0
4461,49,7464.0
4462,438,7465.0
4463,81,7465.0
4464,247,7466.0
4465,2,7467.0
4466,0,7471.0
4467,0,7471.0
4468,0,7469.0
4469,0,7467.0
4470,0,7467.0
4471,0,7467.0
4472,4,7465.0
4473,0,7467.0
4474,0,7467.0
4475,0,7467.0
4476,0,7467.0
4477,90,7465.0
4478,17,7467.0
4479,12,7467.0
4480,1,7467.0
4481,0,7468.0
4482,62,7467.0
4483,0,7470.0
4484,0,7470.0
4485,133,7467.0
4486,10,7467.0
4487,0,7469.0
4488,16,7467.0
4489,0,7468.0
4490,11,7467.0
4491,0,7468.0
4492,2,7467.0
4493,0,7467.0
4494,4,7467.0
4495,0,7467.0
4496,334,7468.0
4497,0,7470.0
4498,0,7470.0
4499,0,7471.0
4500,0,7469.0
4501,0,7470.0
4502,5,7468.0
4503,0,7470.0
4504,0,7469.0
4505,74,7467.0
4506,31,7467.0
4507,0,7471.0
4508,0,7471.0
4509,0,7470.0
4510,50,7468.0
4511,16,7468.0
4512,42,7468.0
4513,0,7470.0
4514,0,7469.0
4515,1,7468.0
4516,0,7470.0
4517,10,7467.0
4518,0,7470.0
4519,3,7468.0
4520,0,7473.0
4521,1,7469.0
4522,11,7470.0
4523,1,7470.0
4524,0,7470.0
4525,0,7470.0
4526,0,7470.0
4527,0,7470.0
4528,5,7469.0
4529,1,7469.0
4530,0,7471.0
4531,1,7469.0
4532,10,7470.0
4533,5,7470.0
4534,0,7471.0
4535,14,7470.0
4536,1,7470.0
4537,0,7473.0
4538,0,7474.0
4539,10,7470.0
4540,55,7468.0
4541,33,7469.0
4542,0,7470.0
4543,0,7473.0
4544,0,7473.0
4545,12,7470.0
4546,0,7473.0
4547,10,7470.0
4548,0,7473.0
4549,1,7470.0
4550,0,7473.0
4551,9,7470.0
4552,0,7471.0
4553,0,7470.0
4554,0,7470.0
4555,6,7469.0
4556,21,7469.0
4557,17,7469.0
4558,0,7470.0
4559,0,7470.0
4560,0,7468.0
4561,13,7467.0
4562,13,7468.0
4563,12,7468.0
4564,31,7468.0
4565,0,7470.0
4566,1,7468.0
4567,1,7468.0
4568,23,7468.0
4569,15,7468.0
4570,0,7470.0
4571,1,7468.0
4572,15,7468.0
4573,10,7468.0
4574,0,7466.0
4575,0,7467.0
4576,0,7467.0
4577,81,7464.0
4578,51,7465.0
4579,82,7464.0
4580,6,7464.0
4581,0,7464.0
4582,7,7464.0
4583,15,7463.0
4584,39,7463.0
4585,69,7462.0
4586,0,7465.0
4587,12,7462.0
4588,5,7462.0
4589,15,7463.0
4590,0,7464.0
4591,6,7464.0
4592,30,7464.0
4593,28,7463.0
4594,0,7464.0
4595,17,7463.0
4596,5,7463.0
4597,5,7463.0
4598,9,7463.0
4599,13,7463.0
4600,14,7463.0
4601,0,7464.0
4602,42,7462.0
4603,0,7464.0
4604,0,7463.0
4605,12,7462.0
4606,1,7463.0
4607,13,7462.0
4608,6,7462.0
4609,1,7463.0
4610,7,7462.0
4611,3,7463.0
4612,10,7463.0
4613,5,7463.0
4614,6,7463.0
4615,6,7463.0
4616,1,7462.0
4617,23,7462.0
4618,2,7462.0
4619,6,7462.0
4620,0,7464.0
4621,1,7463.0
4622,21,7462.0
4623,0,7462.0
4624,0,7461.0
4625,65,7461.0
4626,59,7461.0
4627,19,7461.0
4628,67,7462.0
4629,32,7461.0
4630,10,7461.0
4631,6,7461.0
4632,14,7460.0
4633,6,7460.0
4634,24,7461.0
4635,2,7460.0
4636,0,7461.0
4637,0,7461.0
4638,0,7460.0
4639,0,7461.0
4640,0,7460.0
4641,89,7460.0
4642,15,7460.0
4643,6,7460.0
4644,35,7460.0
4645,10,7460.0
4646,1,7460.0
4647,20,7460.0
4648,3,7460.0
4649,0,7461.0
4650,29,7460.0
4651,95,7460.0
4652,0,7460.0
4653,2,7459.0
4654,0,7461.0
4655,221,7458.0
4656,16,7458.0
4657,11,7460.0
4658,0,7460.0
4659,0,7460.0
4660,0,7460.0
4661,1,7458.0
4662,0,7460.0
4663,1,7458.0
4664,45,7460.0
4665,7,7460.0
4666,101,7460.0
4667,25,7458.0
4668,0,7460.0
4669,280,7458.0
4670,72,7458.0
4671,35,7457.0
4672,130,7455.0
4673,0,7456.0
4674,0,7457.0
4675,37,7456.0
4676,950,7458.0
4677,537,7458.0
4678,0,7461.0
4679,0,7462.0
4680,1,7460.0
4681,41,7460.0
4682,2,7460.0
4683,1,7460.0
4684,62,7460.0
4685,0,7460.0
4686,1,7458.0
4687,0,7458.0
4688,14,7458.0
4689,2,7457.0
4690,0,7457.0
4691,0,7458.0
4692,1,7456.0
4693,0,7457.0
4694,3,7455.0
4695,8,7455.0
4696,0,7455.0
4697,3,7455.0
4698,10,7455.0
4699,5,7455.0
4700,0,7457.0
4701,2,7455.0
4702,29,7455.0
4703,0,7456.0
4704,11,7455.0
4705,2,7455.0
4706,0,7457.0
4707,0,7457.0
4708,3,7456.0
4709,32,7456.0
4710,0,7457.0
4711,3,7457.0
4712,0,7457.0
4713,7,7456.0
4714,0,7457.0
4715,6,7456.0
4716,0,7456.0
4717,14,7456.0
4718,0,7457.0
4719,100,7455.0
4720,2,7455.0
4721,12,7455.0
4722,1,7455.0
4723,0,7457.0
4724,2,7455.0
4725,5,7455.0
4726,12,7455.0
4727,1,7455.0
4728,1,7456.0
4729,21,7455.0
4730,12,7455.0
4731,0,7457.0
4732,0,7457.0
4733,5,7455.0
4734,30,7455.0
4735,125,7455.0
4736,5,7455.0
4737,1,7455.0
4738,0,7457.0
4739,3,7456.0
4740,7,7456.0
4741,2,7456.0
4742,2,7457.0
4743,21,7457.0
4744,0,7457.0
4745,0,7457.0
4746,10,7456.0
4747,5,7456.0
4748,5,7456.0
4749,33,7456.0
4750,20,7456.0
4751,3,7456.0
4752,0,7456.0
4753,3,7456.0
4754,5,7456.0
4755,0,7456.0
4756,0,7455.0
4757,148,7455.0
4758,963,7450.0
4759,0,7451.0
4760,0,7450.0
4761,0,7450.0
4762,0,7448.0
4763,51,7447.0
4764,0,7450.0
4765,10,7448.0
4766,0,7450.0
4767,224,7450.0
4768,13,7450.0
4769,0,7451.0
4770,14,7451.0
4771,0,7451.0
4772,0,7451.0
4773,1,7451.0
4774,0,7451.0
4775,1,7450.0
4776,10,7448.0
4777,12,7448.0
4778,0,7451.0
4779,3,7449.0
4780,1,7448.0
4781,6,7448.0
4782,6,7448.0
4783,10,7448.0
4784,0,7448.0
4785,0,7448.0
4786,0,7448.0
4787,1,7448.0
4788,3,7448.0
4789,14,7447.0
4790,43,7449.0
4791,4,7449.0
4792,0,7451.0
4793,0,7451.0
4794,0,7451.0
4795,0,7451.0
4796,0,7450.0
4797,4,7450.0
4798,0,7450.0
4799,0,7450.0
4800,0,7451.0
4801,0,7451.0
4802,0,7450.0
4803,9,7450.0
4804,0,7451.0
4805,27,7450.0
4806,3,7450.0
4807,101,7450.0
4808,0,7450.0
4809,0,7450.0
4810,0,7450.0
4811,246,7451.0
4812,4,7451.0
4813,0,7455.0
4814,18,7451.0
4815,0,7453.0
4816,1,7451.0
4817,0,7453.0
4818,7,7451.0
4819,10,7451.0
4820,1,7452.0
4821,770,7453.0
4822,35,7452.0
4823,5,7451.0
4824,0,7454.0
4825,2,7452.0
4826,6,7452.0
4827,1,7452.0
4828,5,7452.0
4829,12,7452.0
4830,1,7452.0
4831,0,7455.0
4832,1,7452.0
4833,0,7455.0
4834,6,7453.0
4835,12,7453.0
4836,0,7455.0
4837,2,7452.0
4838,0,7453.0
4839,0,7453.0
4840,0,7452.0
4841,3,7451.0
4842,17,7451.0
4843,0,7452.0
4844,0,7453.0
4845,8,7452.0
4846,0,7452.0
4847,15,7451.0
4848,12,7451.0
4849,22,7451.0
4850,2,7451.0
4851,1,7451.0
4852,31,7451.0
4853,21,7452.0
4854,30,7451.0
4855,0,7452.0
4856,2,7451.0
4857,7,7452.0
4858,3,7452.0
4859,1,7451.0
4860,20,7451.0
4861,0,7454.0
4862,0,7454.0
4863,7,7452.0
4864,0,7454.0
4865,0,7455.0
4866,1,7452.0
4867,4,7452.0
4868,12,7452.0
4869,0,7455.0
4870,5,7453.0
4871,2,7453.0
4872,0,7455.0
4873,12,7452.0
4874,0,7453.0
4875,1,7452.0
4876,20,7452.0
4877,1,7453.0
4878,1,7453.0
4879,101,7453.0
4880,0,7455.0
4881,0,7455.0
4882,0,7454.0
4883,0,7455.0
4884,113,7453.0
4885,70,7453.0
4886,0,7455.0
4887,69,7453.0
4888,121,7453.0
4889,4,7453.0
4890,72,7453.0
4891,12,7454.0
4892,21,7454.0
4893,0,7455.0
4894,31,7453.0
4895,0,7455.0
4896,0,7454.0
4897,0,7455.0
4898,0,7457.0
4899,21,7454.0
4900,0,7457.0
4901,37,7454.0
4902,37,7454.0
4903,764,7454.0
4904,0,7452.0
4905,304,7450.0
4906,0,7453.0
4907,25,7451.0
4908,17,7452.0
4909,128,7451.0
4910,0,7452.0
4911,0,7453.0
4912,0,7453.0
4913,3,7451.0
4914,17,7452.0
4915,3,7452.0
4916,0,7453.0
4917,0,7451.0
4918,1,7450.0
4919,0,7450.0
4920,0,7450.0
4921,0,7450.0
4922,1,7450.0
4923,2,7450.0
4924,13,7450.0
4925,0,7450.0
4926,0,7450.0
4927,0,7450.0
4928,0,7450.0
4929,3,7450.0
4930,5,7450.0
4931,2,7450.0
4932,3,7450.0
4933,1,7450.0
4934,70,7450.0
4935,20,7450.0
4936,5,7450.0
4937,50,7450.0
4938,21,7450.0
4939,32,7450.0
4940,0,7453.0
4941,0,7453.0
4942,0,7453.0
4943,0,7453.0
4944,0,7453.0
4945,0,7453.0
4946,0,7453.0
4947,6,7453.0
4948,0,7453.0
4949,53,7450.0
4950,13,7450.0
4951,0,7453.0
4952,0,7453.0
4953,0,7453.0
4954,1,7450.0
4955,0,7452.0
4956,0,7452.0
4957,21,7450.0
4958,39,7450.0
4959,1,7450.0
4960,6,7451.0
4961,4,7451.0
4962,6,7451.0
4963,23,7451.0
4964,3,7451.0
4965,0,7451.0
4966,2,7451.0
4967,0,7454.0
4968,7,7450.0
4969,0,7453.0
4970,7,7450.0
4971,0,7453.0
4972,0,7450.0
4973,0,7449.0
4974,20,7447.0
4975,0,7449.0
4976,34,7448.0
4977,1,7448.0
4978,0,7450.0
4979,5,7448.0
4980,0,7449.0
4981,0,7450.0
4982,0,7449.0
4983,26,7447.0
4984,21,7447.0
4985,0,7448.0
4986,6,7447.0
4987,1,7447.0
4988,6,7447.0
4989,0,7449.0
4990,1,7447.0
4991,0,7448.0
4992,0,7448.0
4993,5,7447.0
4994,0,7448.0
4995,0,7448.0
4996,0,7448.0
4997,1,7447.0
4998,9,7447.0
4999,0,7448.0
5000,7,7447.0
5001,1,7447.0
5002,0,7448.0
5003,0,7447.0
5004,6,7447.0
5005,5,7447.0
5006,18,7447.0
5007,0,7448.0
5008,55,7447.0
5009,150,7447.0
5010,22,7447.0
5011,1,7447.0
5012,0,7449.0
5013,0,7449.0
5014,131,7447.0
5015,13,7447.0
5016,0,7450.0
5017,7,7449.0
5018,1,7448.0
5019,80,7447.0
5020,6,7448.0
5021,12,7448.0
5022,0,7449.0
5023,8,7447.0
5024,14,7449.0
5025,14,7449.0
5026,7,7449.0
5027,0,7450.0
5028,0,7450.0
5029,0,7450.0
5030,0,7450.0
5031,0,7449.0
5032,0,7449.0
5033,24,7449.0
5034,0,7449.0
5035,270,7447.0
5036,0,7450.0
5037,0,7451.0
5038,1,7450.0
5039,5,7450.0
5040,1,7450.0
5041,12,7450.0
5042,1,7450.0
5043,0,7451.0
5044,6,7449.0
5045,15,7449.0
5046,0,7451.0
5047,0,7452.0
5048,13,7450.0
5049,19,7450.0
5050,0,7450.0
5051,1,7450.0
5052,0,7450.0
5053,17,7450.0
5054,0,7450.0
5055,0,7450.0
5056,6,7450.0
5057,1,7450.0
5058,35,7450.0
5059,4,7450.0
5060,5,7450.0
5061,1,7450.0
